averageMonthlyHours,satisfaction,evaluation,yearsAtCompany,turnover
283,60,80,2,0
276,82,62,6,0
271,52,55,2,0
280,13,84,5,0
266,97,93,2,0
277,63,90,3,0
286,68,78,3,0
274,74,83,3,0
274,89,57,4,0
263,28,95,3,0
271,61,90,3,0
275,67,49,3,0
261,86,64,4,0
305,87,93,2,0
292,70,95,3,0
250,68,84,3,0
274,69,75,3,0
273,97,83,2,0
273,62,89,2,0
281,55,87,2,0
273,61,73,3,0
277,15,81,5,0
291,84,86,3,0
259,87,64,2,0
265,93,86,4,0
272,14,73,5,0
291,96,70,3,0
281,41,63,2,0
268,84,96,5,0
274,94,69,2,0
273,60,86,6,0
299,70,73,3,0
289,29,91,4,0
263,31,51,3,0
274,73,99,3,0
285,51,52,3,0
275,58,77,3,0
273,59,97,3,0
283,95,90,2,0
270,84,93,3,0
268,28,37,4,0
275,94,52,6,0
264,49,59,4,0
279,72,50,2,0
279,19,85,3,0
273,83,95,2,0
268,79,92,2,0
275,72,61,3,0
283,97,74,2,0
269,92,83,4,0
279,95,53,3,0
274,76,64,2,0
286,24,62,4,0
282,89,99,2,0
275,69,63,4,0
268,92,98,3,0
286,79,61,2,0
272,87,94,3,0
288,89,88,2,0
270,75,77,4,0
284,78,60,3,0
277,13,62,3,0
281,94,86,3,0
283,94,88,2,0
267,67,60,6,0
270,60,73,3,0
269,62,94,4,0
277,38,52,3,0
286,80,77,3,0
283,61,42,2,0
290,61,56,3,0
273,66,80,3,0
272,56,74,2,0
287,100,55,4,0
286,73,86,4,0
259,60,66,4,0
274,78,59,3,0
278,48,53,4,0
279,90,77,2,0
262,16,76,4,0
269,50,75,2,0
277,66,65,3,0
273,44,37,2,0
290,95,67,3,0
281,90,65,2,0
288,27,48,2,0
263,51,74,3,0
284,68,76,4,0
269,97,93,2,0
266,91,75,3,0
264,76,88,4,0
294,88,61,4,0
261,83,73,2,0
279,78,54,3,0
270,52,38,3,0
274,63,49,3,0
249,90,74,3,0
251,48,58,3,0
275,70,60,3,0
277,68,66,3,0
278,70,87,2,0
272,77,50,3,0
279,73,93,2,0
278,87,48,3,0
273,65,98,2,0
261,62,70,3,0
282,53,51,2,0
297,59,39,4,0
272,87,72,3,0
292,47,53,4,0
287,96,81,3,0
268,79,74,3,0
273,84,60,3,0
286,68,49,3,0
273,86,66,3,0
268,73,98,2,0
267,90,67,4,0
278,63,64,3,0
280,71,72,2,0
266,71,68,3,0
272,95,62,2,0
279,51,86,3,0
279,77,91,3,0
281,48,51,3,0
271,93,91,2,0
283,83,86,4,0
287,61,73,4,0
270,97,89,2,0
286,50,81,2,0
277,84,54,3,0
285,58,38,5,0
282,59,72,3,0
274,77,83,3,0
272,78,40,5,0
289,60,96,3,0
266,53,77,2,0
269,73,69,2,0
294,76,94,3,0
280,12,61,3,0
289,20,98,6,0
278,50,77,3,0
268,79,65,2,0
275,96,68,2,0
267,26,69,2,0
286,80,72,3,0
267,43,71,2,0
270,87,71,2,0
266,63,75,4,0
256,58,48,3,0
282,20,42,5,0
284,62,71,3,0
299,91,94,3,0
277,66,91,4,0
272,53,81,2,0
268,52,98,2,0
273,100,88,4,0
256,73,67,3,0
280,65,67,2,0
286,50,95,3,0
260,94,59,2,0
263,48,86,4,0
277,67,87,2,0
270,73,94,3,0
279,63,71,2,0
276,84,84,3,0
287,20,94,5,0
266,76,57,3,0
282,55,54,2,0
279,80,55,2,0
262,64,91,3,0
256,59,97,6,0
271,92,98,3,0
273,75,76,2,0
280,69,74,2,0
277,82,93,3,0
284,88,85,3,0
282,89,91,2,0
271,100,79,5,0
291,66,91,2,0
280,76,92,2,0
284,80,62,4,0
281,58,86,2,0
272,73,93,3,0
270,100,73,3,0
277,18,90,4,0
274,47,46,2,0
281,92,64,4,0
281,51,50,3,0
268,81,62,4,0
272,52,57,3,0
286,95,96,3,0
269,93,64,3,0
281,98,67,6,0
289,79,79,2,0
273,99,73,4,0
291,64,90,3,0
278,54,44,2,0
273,79,59,2,0
263,55,98,2,0
282,18,81,4,0
284,56,81,3,0
269,92,67,2,0
276,99,75,2,0
257,77,85,2,0
290,49,52,2,0
279,98,58,3,0
257,18,54,5,0
277,80,82,4,0
261,81,77,2,0
282,13,61,5,0
268,58,97,4,0
287,75,63,3,0
272,80,94,4,0
290,78,60,2,0
284,92,60,3,0
271,85,98,3,0
293,52,63,3,0
275,95,84,3,0
294,81,92,3,0
266,16,82,4,0
269,91,74,2,0
279,62,51,3,0
286,24,42,5,0
277,88,51,3,0
277,94,73,3,0
253,76,79,4,0
265,49,67,2,0
270,93,90,4,0
292,92,66,3,0
271,19,94,5,0
294,66,76,3,0
268,16,94,6,0
278,83,99,3,0
277,69,53,3,0
276,82,53,3,0
292,88,72,2,0
268,31,42,4,0
278,83,49,2,0
284,94,52,3,0
296,65,79,3,0
277,60,60,3,0
286,52,43,3,0
261,66,89,4,0
297,87,87,3,0
269,20,99,3,0
273,63,91,3,0
285,69,98,3,0
265,48,61,3,0
278,80,80,4,0
258,89,74,6,0
284,67,63,3,0
281,37,86,3,0
278,93,61,3,0
284,69,52,3,0
270,16,61,6,0
288,81,55,2,0
284,97,63,2,0
287,77,59,2,0
279,75,78,3,0
275,88,82,3,0
274,43,51,4,0
275,99,99,4,0
293,59,65,3,0
287,89,71,3,0
257,54,73,3,0
248,32,86,4,0
278,17,55,6,0
251,78,55,3,0
279,73,68,5,0
275,65,76,5,0
288,80,71,4,0
270,61,86,3,0
273,67,49,3,0
255,63,57,3,0
281,51,58,2,0
280,82,59,3,0
279,79,67,2,0
283,49,60,5,0
275,70,59,3,0
252,13,50,5,0
266,83,52,3,0
269,83,91,3,0
263,19,83,4,0
262,80,81,2,0
267,49,67,8,0
259,92,99,8,0
285,81,55,8,0
284,62,91,8,0
268,21,70,8,0
287,95,74,6,0
300,51,80,6,0
278,52,89,6,0
274,64,56,6,0
281,62,79,6,0
262,73,88,4,0
287,32,86,5,0
270,78,96,3,0
273,65,91,2,0
270,56,92,3,0
274,96,89,4,0
268,79,82,3,0
259,66,58,3,0
276,67,68,3,0
285,86,82,2,0
290,57,72,2,0
267,86,87,2,0
270,52,59,2,0
278,73,61,2,0
277,78,63,3,0
271,95,63,2,0
274,75,61,3,0
277,83,52,2,0
287,48,100,3,0
290,30,58,4,0
258,72,85,4,0
261,61,52,3,0
290,31,87,3,0
275,62,81,2,0
295,48,49,3,0
296,97,89,2,0
281,61,83,2,0
274,93,99,3,0
272,89,39,2,0
280,95,90,3,0
273,36,44,3,0
283,29,39,6,0
256,65,83,2,0
287,72,54,2,0
268,51,56,2,0
274,54,53,2,0
289,66,58,2,0
274,59,54,2,0
268,45,48,2,0
276,15,91,3,0
257,95,53,3,0
256,49,59,3,0
263,68,97,2,0
280,70,76,2,0
278,90,73,4,0
287,94,95,3,0
278,80,86,3,0
286,59,53,3,0
278,43,96,6,0
279,70,54,3,0
268,51,62,3,0
284,12,49,5,0
283,14,56,4,0
264,86,91,3,0
271,97,50,3,0
279,100,86,3,0
281,49,63,3,0
260,90,93,3,0
259,82,89,2,0
275,59,48,3,0
264,97,57,2,0
298,69,88,10,0
274,73,84,8,0
285,48,74,8,0
286,94,49,8,0
288,74,73,8,0
268,65,63,8,0
289,93,94,6,0
268,57,67,6,0
283,90,49,6,0
255,55,86,6,0
284,59,73,6,0
266,72,98,3,0
277,87,52,3,0
276,86,82,2,0
283,61,50,3,0
267,45,63,5,0
273,51,63,2,0
282,87,92,3,0
282,29,38,5,0
282,57,64,3,0
276,69,83,3,0
281,61,90,3,0
275,96,85,3,0
256,16,61,2,0
263,96,82,3,0
279,77,81,3,0
273,85,87,5,0
284,37,49,3,0
285,68,65,3,0
282,87,60,2,0
270,95,80,2,0
298,84,63,3,0
276,44,51,4,0
271,94,73,2,0
278,85,94,4,0
276,75,51,2,0
269,76,67,3,0
278,13,97,6,0
275,60,79,3,0
258,45,55,2,0
280,49,100,4,0
283,19,36,5,0
287,68,89,5,0
283,53,91,3,0
266,100,77,3,0
274,99,86,2,0
279,29,75,10,0
264,54,83,8,0
296,25,90,8,0
265,71,76,8,0
287,96,84,8,0
263,80,90,8,0
273,82,87,6,0
255,19,97,6,0
270,43,74,6,0
280,62,84,6,0
298,75,85,6,0
258,56,48,2,0
277,88,91,4,0
272,63,57,3,0
276,75,93,2,0
290,74,100,4,0
282,55,68,3,0
265,87,55,3,0
263,13,90,6,0
274,33,64,3,0
270,89,97,2,0
276,56,94,3,0
285,95,61,2,0
272,57,59,2,0
265,72,53,3,0
268,28,44,2,0
285,54,61,5,0
278,54,95,3,0
263,99,80,2,0
261,37,69,3,0
283,77,87,4,0
285,70,88,2,0
295,80,74,3,0
256,52,63,3,0
257,69,55,2,0
274,60,62,3,0
277,74,64,2,0
267,69,82,3,0
275,78,89,3,0
280,77,75,3,0
284,91,68,4,0
291,54,68,5,0
284,48,77,6,0
277,55,96,3,0
258,17,36,2,0
272,77,83,4,0
264,93,98,3,0
264,65,91,5,0
274,67,52,3,0
264,95,88,3,0
258,61,97,4,0
286,57,39,3,0
263,65,100,4,0
275,85,81,3,0
286,61,96,2,0
286,65,90,4,0
265,92,93,2,0
269,37,41,3,0
260,48,77,2,0
269,82,91,2,0
274,84,75,3,0
248,57,46,6,0
273,80,75,3,0
241,49,91,4,0
276,79,82,2,0
264,48,67,2,0
274,28,89,6,0
274,47,56,3,0
275,91,60,4,0
269,75,60,10,0
281,61,89,10,0
280,47,79,10,0
276,22,70,10,0
283,50,48,10,0
262,56,87,10,0
273,84,85,10,0
287,69,72,2,0
266,53,64,2,0
287,17,57,3,0
258,48,71,3,0
276,94,51,3,0
261,77,89,7,0
251,100,72,7,0
279,49,65,7,0
261,93,73,7,0
272,38,43,7,0
291,60,54,6,0
279,50,82,6,0
277,97,55,6,0
273,93,95,6,0
289,50,100,8,0
269,52,84,8,0
292,50,71,8,0
269,55,40,8,0
274,95,84,8,0
263,48,42,6,0
283,51,39,6,0
279,96,48,6,0
286,97,84,6,0
279,97,66,6,0
276,71,54,6,0
289,82,49,6,0
268,57,100,10,0
286,48,93,10,0
261,71,64,3,0
290,63,61,10,0
277,99,84,10,0
283,79,83,10,0
288,65,85,10,0
291,70,85,2,0
263,99,94,4,0
281,65,62,2,0
261,92,85,2,0
292,24,50,4,0
281,39,89,5,0
260,82,85,2,0
273,78,89,2,0
275,62,79,3,0
262,60,61,2,0
267,49,57,3,0
276,82,82,3,0
271,48,81,2,0
263,69,56,3,0
269,40,89,3,0
289,72,80,3,0
267,75,84,3,0
278,50,77,3,0
286,78,50,4,0
285,76,45,2,0
274,94,52,3,0
283,24,94,4,0
272,99,66,2,0
287,67,64,2,0
277,76,57,4,0
275,76,77,10,0
278,55,64,10,0
276,74,60,10,0
278,81,85,10,0
262,98,67,10,0
279,98,98,10,0
279,58,91,10,0
285,18,75,2,0
274,57,67,2,0
263,70,62,3,0
280,49,77,3,0
306,70,56,3,0
269,16,93,7,0
300,58,59,7,0
283,66,57,7,0
272,51,55,7,0
276,48,84,7,0
276,56,71,6,0
277,81,62,6,0
281,57,70,6,0
279,66,53,6,1
276,22,91,8,1
273,96,71,8,1
271,87,88,8,1
279,61,42,8,1
269,66,85,8,1
270,90,51,6,1
282,64,67,6,1
279,76,82,6,1
292,97,41,6,1
274,69,76,6,1
266,98,55,6,1
281,18,61,6,1
269,62,91,10,1
271,29,37,10,1
275,87,48,3,1
284,91,64,10,1
268,53,79,10,1
280,69,73,10,1
283,14,58,10,1
257,70,77,2,1
279,77,75,6,1
281,77,76,6,1
273,76,99,4,1
275,66,49,3,1
267,50,95,4,1
286,57,90,3,1
267,97,62,2,1
264,26,99,5,1
284,72,62,2,1
280,83,93,2,1
296,55,40,3,1
286,77,74,2,1
273,24,63,5,1
272,80,96,3,1
286,50,59,3,1
267,66,59,3,1
258,66,77,2,1
253,66,81,3,1
260,96,83,4,1
284,75,94,4,1
271,78,77,2,1
263,57,82,2,1
288,78,68,3,1
293,57,88,2,1
269,84,56,2,1
273,23,94,4,1
275,53,37,3,1
281,82,71,3,1
281,59,64,3,1
250,50,52,2,1
265,100,74,3,1
281,94,61,2,1
278,86,61,2,1
288,73,49,2,1
271,49,94,3,1
277,79,73,2,1
293,83,50,3,1
269,85,67,2,1
290,65,37,6,1
262,94,65,2,1
273,76,81,2,1
282,77,54,3,1
266,77,91,3,1
264,59,64,2,1
263,69,90,4,1
269,51,85,2,1
261,80,67,3,1
268,98,70,10,1
273,69,72,10,1
270,14,76,10,1
271,95,90,10,1
282,53,61,10,1
280,64,52,10,1
293,51,73,3,1
263,36,73,2,1
274,62,97,3,1
290,98,58,3,1
263,53,70,3,1
280,80,95,2,1
283,73,77,3,1
256,82,80,3,1
281,62,75,4,1
244,87,48,3,1
275,43,65,2,1
267,57,60,3,1
269,91,77,3,1
253,75,59,4,1
291,76,80,2,1
286,85,49,2,1
273,56,67,2,1
277,86,84,3,1
280,21,43,2,1
284,94,59,2,1
286,98,74,3,1
273,42,45,3,1
255,98,89,2,1
291,100,93,3,1
279,95,52,2,1
282,95,50,3,1
281,68,53,2,1
267,64,38,4,1
282,24,62,6,1
280,37,72,2,1
296,67,40,3,1
250,86,89,4,1
290,43,38,2,1
252,67,67,2,1
291,92,60,3,1
294,43,46,2,1
264,52,80,4,1
287,16,42,3,1
276,49,60,2,1
289,37,63,3,1
269,98,68,3,1
277,33,97,4,1
260,14,79,4,1
280,54,79,3,1
270,63,48,4,1
281,55,69,3,1
282,84,53,4,1
300,51,97,2,1
277,15,75,4,1
281,97,79,3,1
266,67,69,3,1
269,48,67,3,1
262,69,58,3,1
280,60,62,4,1
279,82,71,5,1
277,86,95,3,1
264,69,59,3,1
278,87,87,2,1
296,17,78,6,1
271,94,51,5,1
278,50,100,3,1
258,16,72,3,1
277,89,99,3,1
275,69,51,3,1
253,50,51,3,1
275,16,46,2,1
273,75,99,5,1
267,64,66,2,1
271,78,43,3,1
293,81,74,3,1
286,55,58,2,1
263,53,53,2,1
298,69,73,2,1
271,80,53,3,1
291,77,98,6,1
278,84,80,3,1
276,64,55,2,1
282,78,57,3,1
256,67,70,3,1
281,81,77,2,1
285,91,82,2,1
280,75,89,2,1
283,78,96,4,1
284,54,52,2,1
276,77,71,3,1
284,89,63,3,1
283,16,98,5,1
267,77,99,3,1
287,69,48,4,1
256,61,81,3,1
262,59,81,3,1
257,58,80,3,1
260,88,67,3,1
263,51,63,2,1
281,31,70,3,1
296,52,52,3,1
281,57,46,3,1
286,50,77,2,1
281,74,63,3,1
283,74,77,3,1
271,82,51,2,1
268,74,71,3,1
270,20,59,3,1
276,63,48,3,1
266,19,80,6,1
292,40,62,5,1
286,71,37,5,1
256,84,73,3,1
282,59,84,4,1
286,57,85,3,1
276,81,61,5,1
259,80,70,3,1
270,49,66,3,1
299,55,64,2,1
266,68,40,5,1
262,55,67,2,1
297,59,62,2,1
282,91,80,4,1
274,48,90,3,1
270,84,66,2,1
292,73,54,3,1
281,28,59,3,1
260,77,65,4,1
281,67,65,3,1
286,50,53,3,1
283,32,47,4,1
260,57,78,3,1
270,51,80,3,1
254,61,60,2,1
276,83,73,2,1
267,87,97,3,1
277,70,63,2,1
276,78,65,3,1
271,71,53,2,1
273,68,99,2,1
286,75,53,4,1
267,70,53,7,1
268,59,94,7,1
265,64,87,7,1
268,61,88,7,1
266,77,49,7,1
261,51,64,3,1
280,49,49,7,1
262,77,75,7,1
277,31,86,7,1
282,54,76,3,1
263,56,66,3,1
259,65,77,3,1
288,49,36,3,1
279,82,79,3,1
290,60,52,2,1
276,64,63,6,1
258,70,68,3,1
273,65,89,8,1
281,69,78,8,1
266,93,74,8,1
284,55,52,8,1
288,75,87,8,1
265,47,43,3,1
264,72,88,10,1
266,59,92,10,1
271,98,49,10,1
278,39,52,8,1
269,93,87,8,1
272,71,97,8,1
277,49,54,4,1
264,63,93,3,1
271,45,64,10,1
271,77,64,10,1
280,77,63,7,1
288,50,92,7,1
271,45,42,7,1
286,81,47,7,1
267,83,67,3,1
289,47,76,10,1
256,25,89,10,1
270,89,55,10,1
277,97,57,10,1
277,60,65,10,1
276,67,72,10,1
299,89,77,3,1
268,60,91,3,1
273,64,79,3,1
286,57,66,3,1
277,56,98,3,1
291,60,90,2,1
282,17,66,3,1
273,74,49,3,1
268,44,41,7,1
290,51,89,7,1
268,86,57,7,1
291,96,48,7,1
284,87,82,7,1
260,58,79,3,1
268,24,56,7,1
272,42,80,7,1
276,65,94,7,1
279,73,92,3,1
280,63,60,3,1
274,95,48,3,1
279,52,83,3,1
290,96,55,3,1
278,66,51,2,1
261,98,44,6,1
286,56,79,3,1
272,97,54,8,1
271,72,92,8,1
286,74,78,8,1
260,20,60,8,1
263,73,56,8,1
257,76,79,3,1
270,65,54,10,1
269,66,50,10,1
279,96,97,10,1
269,57,55,8,1
296,61,82,8,1
267,57,69,8,1
268,59,47,4,1
259,92,68,3,1
278,79,56,10,1
282,95,66,10,1
277,24,81,7,1
272,49,52,7,1
280,49,68,7,1
269,97,51,7,1
284,55,78,3,1
278,76,56,10,1
270,53,99,10,1
265,51,86,10,1
268,57,93,10,1
269,58,91,10,1
272,60,98,10,1
276,65,74,4,1
262,91,75,3,1
276,65,55,5,1
270,18,49,2,1
281,66,90,7,1
284,78,80,7,1
258,82,65,7,1
283,54,64,7,1
268,95,84,7,1
280,65,85,3,1
300,83,55,7,1
281,15,60,7,1
258,59,59,7,1
280,99,94,3,1
273,76,72,3,1
291,64,67,3,1
274,95,75,3,1
267,53,66,3,1
269,59,50,2,1
279,69,86,6,1
265,50,49,3,1
263,89,96,8,1
279,56,39,8,1
276,77,68,8,1
259,15,75,8,1
259,88,58,8,1
284,89,86,3,1
273,65,52,10,1
269,58,99,10,1
284,56,85,10,1
286,25,72,8,1
278,87,89,8,1
268,62,40,8,1
277,72,75,4,1
273,49,94,3,1
299,57,91,10,1
275,63,65,10,1
287,91,63,7,1
268,70,68,7,1
260,66,95,7,1
256,77,48,7,1
271,68,97,3,1
264,34,46,10,1
270,97,64,10,1
295,57,75,10,1
277,66,65,10,1
273,68,67,10,1
272,49,78,10,1
307,72,66,3,1
276,77,89,10,1
263,77,73,10,1
288,59,73,10,1
279,41,67,10,1
263,94,64,10,1
285,91,61,10,1
272,70,84,4,1
264,51,52,3,1
286,22,70,5,1
280,69,65,2,1
297,20,68,7,1
285,90,85,7,1
267,76,85,7,1
282,88,51,7,1
267,31,63,7,1
284,17,66,3,1
265,91,77,7,1
277,97,38,7,1
281,61,77,7,1
272,74,67,3,1
277,65,82,3,1
274,87,73,3,1
262,56,71,3,1
272,78,69,3,1
261,73,57,2,1
272,66,78,6,1
294,15,81,3,1
277,52,69,8,1
265,44,66,8,1
280,70,70,8,1
283,63,52,8,1
265,89,59,8,1
282,96,85,3,1
262,98,99,10,1
261,62,82,10,1
268,62,73,10,1
266,69,43,8,1
261,50,91,8,1
275,71,93,8,1
280,50,68,4,1
277,93,60,3,1
291,95,77,10,1
279,17,61,10,1
282,92,68,7,1
268,64,48,7,1
294,27,42,7,1
284,66,87,7,1
259,59,69,3,1
287,93,98,10,1
287,58,67,10,1
276,96,60,10,1
274,69,85,10,1
279,41,38,10,1
272,36,41,10,1
262,71,78,2,1
288,94,90,4,1
287,51,76,3,1
269,83,48,3,0
286,22,62,3,0
272,66,89,4,0
277,14,58,5,0
276,16,96,5,0
286,81,78,3,0
293,73,94,3,0
265,70,58,3,0
277,62,73,4,0
278,50,83,2,0
267,70,88,2,0
295,53,73,3,0
275,87,90,2,0
262,59,60,2,0
287,94,67,3,0
274,20,53,5,0
268,42,44,2,0
267,43,66,2,0
275,43,76,2,0
290,77,86,3,0
268,76,98,3,0
279,82,90,4,0
296,75,66,2,0
275,63,98,3,0
278,51,75,3,0
260,23,70,5,0
276,77,58,3,0
273,54,63,3,0
269,63,85,3,0
264,55,45,2,0
269,31,63,3,0
279,98,74,3,0
278,16,95,7,0
281,54,78,7,0
271,73,48,7,0
277,16,63,7,0
280,57,82,7,0
265,88,88,3,0
283,95,81,7,0
298,93,70,7,0
274,91,58,7,0
288,77,82,3,0
265,24,94,3,0
273,74,74,3,0
262,53,59,3,0
283,89,77,3,0
274,23,77,2,0
291,69,66,6,0
289,52,72,3,0
278,90,58,8,0
285,92,63,8,0
284,72,59,8,0
277,92,61,8,0
277,79,86,8,0
285,48,89,3,0
284,27,76,10,0
273,67,49,10,0
268,48,70,10,0
258,99,60,8,0
286,49,88,8,0
274,39,45,8,0
286,99,92,4,0
268,78,57,3,0
288,50,73,10,0
278,61,79,10,0
287,88,60,7,0
282,44,44,7,0
284,73,78,7,0
276,58,84,7,0
277,74,98,3,0
289,32,48,10,0
266,88,83,10,0
269,81,90,10,0
270,59,92,10,0
269,79,65,10,0
267,92,64,10,0
275,76,85,3,0
280,91,65,3,0
279,80,84,2,0
275,73,72,2,0
272,88,53,4,0
268,65,40,4,0
265,84,50,2,0
279,93,50,3,0
284,64,60,4,0
276,66,72,3,0
274,76,56,3,0
278,34,72,4,0
279,48,80,5,0
273,79,61,2,0
272,82,67,3,0
270,51,71,3,0
260,84,78,3,0
277,66,79,3,0
288,72,88,3,0
281,53,91,4,0
265,81,80,2,0
291,58,90,2,0
295,82,56,5,0
277,72,99,3,0
295,90,54,4,0
286,98,91,4,0
277,56,74,3,0
277,77,82,3,0
260,61,89,2,0
280,97,61,3,0
286,64,55,2,0
265,99,97,2,0
267,61,42,4,0
286,72,71,3,0
261,67,91,2,0
274,90,56,3,0
260,90,73,2,0
267,63,61,3,0
291,64,88,2,0
250,44,65,2,0
274,64,94,3,0
265,65,95,2,0
274,69,90,5,0
271,93,51,3,0
274,73,90,3,0
270,83,60,2,0
291,82,49,3,0
285,39,91,2,0
273,53,47,6,0
276,88,81,3,0
269,80,60,3,0
278,68,79,3,0
275,66,60,2,0
272,61,61,2,0
278,74,55,3,0
283,61,83,3,0
275,57,99,3,0
272,68,54,4,0
291,75,79,3,0
265,29,57,2,0
271,81,81,4,0
264,53,68,3,0
271,42,96,3,0
293,64,67,3,0
262,63,50,4,0
282,81,81,2,0
274,71,66,2,0
264,70,83,2,0
280,53,100,4,0
279,16,93,6,0
261,17,55,3,0
274,70,95,2,0
275,43,88,4,0
273,49,62,2,0
259,50,90,2,0
284,57,59,2,0
261,68,75,3,0
280,62,61,2,0
260,69,75,3,0
266,63,70,3,0
278,76,62,3,0
279,62,76,3,0
288,82,69,3,0
275,20,70,5,0
283,16,70,3,0
275,20,78,3,0
256,53,51,2,0
253,71,63,3,0
289,70,93,3,0
278,92,94,2,0
293,81,92,3,0
262,79,62,3,0
277,53,64,3,0
274,51,56,2,0
277,78,90,3,0
268,50,91,3,0
269,92,100,4,0
274,59,54,2,0
272,77,55,3,0
283,74,87,2,0
289,67,97,3,0
276,56,59,3,0
264,84,44,5,0
263,53,77,2,0
275,86,71,3,0
269,77,68,3,0
278,97,94,3,0
260,69,87,3,0
282,73,90,2,0
281,42,47,5,0
271,40,47,5,0
288,33,41,4,0
278,68,66,2,0
287,78,80,2,0
275,92,60,2,0
269,66,66,4,0
279,60,45,4,0
272,86,83,3,0
264,61,49,2,0
304,71,68,2,0
287,86,62,3,0
276,96,59,3,0
280,70,54,2,0
292,38,49,3,0
258,39,75,3,0
269,49,40,2,0
265,78,62,3,0
271,74,79,5,0
266,82,76,3,0
275,60,42,6,0
261,72,99,4,0
266,73,97,3,0
264,89,55,2,0
272,74,94,2,0
289,83,57,2,0
276,24,88,5,0
290,93,89,7,0
296,96,62,7,0
268,16,68,7,0
275,21,85,7,0
277,69,54,7,0
294,66,96,3,0
283,67,39,7,0
270,85,58,7,0
290,37,92,7,0
284,64,64,3,0
279,91,82,3,0
286,96,68,3,0
261,74,70,3,0
288,94,99,3,0
277,37,72,2,0
279,92,85,6,0
259,86,72,3,0
267,66,49,8,0
288,19,61,8,0
275,65,61,8,0
280,92,44,8,0
267,83,80,8,0
272,94,82,3,0
270,42,69,2,0
296,78,53,3,0
271,58,76,5,0
277,50,64,8,0
276,82,76,8,0
264,97,92,8,0
271,80,93,4,0
271,82,84,3,0
267,95,99,4,0
275,88,51,4,0
259,50,86,7,0
293,53,80,7,0
269,82,74,7,0
296,15,74,7,0
258,92,70,3,0
277,53,74,10,0
285,58,100,10,0
262,88,74,10,0
257,85,72,10,0
268,99,68,10,0
277,94,73,10,0
265,63,94,3,0
266,85,90,3,0
273,95,66,3,0
279,71,66,4,0
270,49,88,3,0
266,71,69,4,0
259,52,62,2,0
264,48,72,4,0
295,82,79,3,0
273,83,76,7,0
276,85,87,7,0
270,57,64,7,0
266,16,63,7,0
251,85,64,7,0
256,82,67,3,0
277,90,89,7,0
268,92,64,7,0
271,90,48,7,0
288,82,80,3,0
282,84,81,3,0
272,92,65,3,0
300,82,82,3,0
269,80,80,3,0
263,60,85,2,0
283,14,38,6,0
273,85,89,3,0
296,55,81,8,0
265,49,71,8,0
280,82,58,8,0
265,59,77,8,0
274,90,82,8,0
280,62,72,3,0
275,61,68,2,0
283,52,55,3,0
254,79,87,5,0
292,49,89,8,0
269,73,67,8,0
276,67,49,8,0
301,52,61,4,0
259,72,64,3,0
282,48,50,4,0
265,19,79,4,0
266,49,49,7,0
270,90,76,7,0
272,49,49,7,0
274,60,53,7,0
272,62,85,3,0
279,64,50,10,0
286,22,94,10,0
286,90,55,10,0
292,74,95,10,0
283,85,54,10,0
273,33,65,10,0
285,50,73,3,0
263,38,53,3,0
286,80,86,6,0
257,11,88,4,0
267,72,87,5,0
278,37,52,3,0
286,41,50,3,0
272,10,77,4,0
277,92,85,5,0
271,89,100,5,0
260,42,53,3,0
274,45,54,3,0
272,11,81,4,0
268,84,92,5,0
292,41,55,3,0
269,36,56,3,0
248,38,54,3,0
281,45,47,3,0
279,78,99,6,0
277,45,51,3,0
276,76,89,5,0
281,11,83,4,0
278,38,55,3,0
255,9,95,4,0
284,46,57,3,0
273,40,53,3,0
289,89,92,5,0
272,82,87,5,0
286,40,49,3,0
266,41,46,3,0
272,38,50,3,0
274,9,62,4,0
271,45,57,3,0
277,40,51,3,0
283,45,55,3,0
266,84,87,6,0
280,10,94,4,0
268,38,46,3,0
271,45,50,3,0
267,11,89,4,0
266,41,54,3,0
269,87,88,5,0
274,45,48,3,0
263,40,46,3,0
278,10,80,4,0
280,9,89,4,0
265,84,74,4,0
277,40,55,3,0
279,57,70,6,0
285,40,54,3,0
286,43,47,3,0
262,13,78,2,0
274,44,55,3,0
266,38,55,3,0
262,39,54,3,0
281,10,92,4,0
275,37,46,3,0
269,11,94,4,0
274,10,81,4,0
276,38,54,3,0
286,85,100,5,0
293,85,91,5,0
266,11,93,4,0
282,10,95,5,0
289,36,56,3,0
267,11,94,4,0
286,81,70,4,0
268,43,54,3,0
266,90,98,6,0
267,76,86,5,0
282,43,50,3,0
275,74,99,3,0
278,9,77,4,0
282,45,49,3,0
271,9,87,4,0
273,11,97,4,0
272,11,79,4,0
271,10,83,4,0
274,40,54,3,0
251,43,56,3,0
275,39,56,3,0
262,45,54,3,0
268,38,49,3,0
271,79,59,3,0
287,84,85,6,0
275,11,77,4,0
278,11,87,4,0
269,17,84,3,0
273,44,45,3,0
280,37,57,3,0
271,10,79,4,0
305,40,50,3,0
288,89,100,5,0
289,42,48,3,0
275,46,55,3,0
265,9,83,4,0
280,37,51,3,0
290,10,77,4,0
281,10,84,4,0
292,11,97,4,0
276,90,100,6,0
274,38,52,3,0
275,36,52,3,0
281,42,46,3,0
291,9,94,4,0
266,43,52,3,0
285,24,46,5,0
267,91,100,5,0
284,44,50,3,0
282,71,87,4,0
271,40,49,3,0
280,43,47,3,0
281,9,85,4,0
274,43,52,3,0
267,90,96,5,0
283,84,100,5,0
276,37,48,3,0
276,86,68,2,0
289,11,84,4,0
269,37,57,3,0
